,label
1537,0
1577,0
4755,0
3943,0
2391,1
4381,0
4866,0
753,0
449,1
4626,0
2001,0
93,0
1414,0
248,0
800,0
2889,0
1568,0
4988,0
2890,0
5226,0
247,0
5247,0
792,0
2929,0
1941,0
1910,0
3582,0
1955,0
4922,0
3759,0
5096,1
3471,0
4527,0
2701,1
2932,0
2468,0
1276,0
3794,1
3263,0
258,0
585,0
5220,0
760,0
1548,0
1045,0
5196,1
4438,1
5130,0
1717,0
2382,0
5190,0
1736,0
5313,0
326,0
4210,1
5277,0
1992,0
2098,0
796,0
4744,0
2879,0
542,0
3464,0
240,0
3440,0
2108,1
1489,1
436,0
5270,0
3449,1
1086,0
3846,0
4809,0
1615,0
1033,0
4127,0
1622,0
4767,0
5375,0
2045,0
4252,0
1918,0
1871,1
4368,0
555,0
2426,0
1233,1
671,0
3379,0
4285,1
4609,0
2180,0
98,0
989,0
2774,1
732,0
541,0
2418,1
3643,1
1270,0
637,0
4428,0
4725,0
531,1
3562,0
4030,0
893,0
22,0
761,0
521,0
4835,0
2554,0
2821,0
4401,0
456,0
1781,0
2687,0
2969,0
3019,0
2206,1
2782,1
1829,0
1471,0
5386,0
4393,0
4511,0
3503,0
709,0
2543,0
4526,0
969,1
4898,0
2962,0
2512,0
3855,0
4730,0
4862,1
2088,0
2672,0
2434,0
2013,0
565,0
998,1
5322,1
5013,0
3492,0
141,0
3861,0
2059,0
349,0
3281,0
3012,0
5091,1
1891,0
1459,0
3400,0
2239,0
5266,0
3436,0
1019,0
1905,0
39,0
1774,0
4812,1
737,1
254,0
79,0
4458,0
5335,0
3657,0
2808,0
1838,0
3597,1
4163,0
1895,0
4473,0
4642,0
2939,0
5004,1
3701,0
1616,0
3946,0
5148,0
2480,1
4121,0
3348,1
2797,0
1957,0
3248,0
3244,0
3070,0
2995,0
4834,0
4608,0
1532,1
513,0
4263,0
1293,1
3997,0
3530,0
441,0
5017,0
4083,0
4584,0
2999,0
2470,0
2203,1
3899,1
4130,0
569,0
2499,1
3984,0
5248,0
3581,0
1338,0
2005,0
4430,0
257,0
1498,0
2947,0
2873,0
2613,0
4525,1
2406,0
3676,0
1298,1
3540,0
5263,0
1698,0
2246,0
4383,0
539,0
1160,0
5189,0
775,0
3003,0
1735,0
4255,0
3268,0
193,0
57,0
5129,0
897,0
3282,1
3723,0
2800,0
3247,0
3853,0
2555,0
777,0
2421,0
4068,0
1833,0
4268,1
2027,0
659,0
2265,0
2710,0
2125,1
1132,0
3243,0
2068,0
4968,0
920,1
360,0
2935,0
223,0
2887,0
1037,1
5182,1
4916,0
3695,0
727,0
757,0
5355,0
688,0
286,0
4116,0
703,0
4865,0
5046,0
684,0
1683,0
334,0
5327,1
762,1
3494,0
5060,0
622,0
5289,0
2842,0
2997,0
5432,0
3318,0
959,1
4874,0
1886,0
3293,0
2819,1
5083,0
3470,1
4799,0
2111,0
2600,0
1961,0
36,0
5260,0
2216,0
3813,0
3999,0
1046,0
490,0
765,0
2998,0
1887,1
2298,1
5450,0
2349,1
1741,0
5193,0
2327,0
1475,0
1743,0
1623,0
1990,0
4651,0
4366,0
1092,0
3668,0
1173,0
452,0
5217,0
1392,0
2748,1
4072,0
4117,0
791,0
2739,0
825,0
4749,0
2854,0
261,0
1067,0
3231,0
2634,0
1000,0
1146,0
1023,0
2318,0
1587,0
2146,0
3486,0
3985,0
4751,0
411,0
1439,0
4501,0
5069,1
1049,1
3973,0
774,0
1310,0
3363,0
4409,0
2577,0
391,1
524,0
3132,0
108,0
4552,0
3277,0
63,0
2011,0
5451,0
1204,0
4478,0
673,0
4092,0
4039,0
2511,0
2221,1
231,0
5050,1
249,0
2500,0
4336,0
1598,0
1258,0
1057,0
1065,0
3361,0
2786,0
4169,0
3592,0
2707,0
1017,0
821,0
3220,0
3006,0
4365,0
5303,0
5219,0
2885,1
2755,0
5436,0
1022,0
5066,1
5161,1
1172,1
4149,0
388,0
3198,0
1013,0
4104,0
1861,0
4510,0
1297,0
3966,0
913,0
5142,0
3147,1
4993,0
3320,0
3202,0
342,0
3349,0
2780,1
2736,0
564,0
4176,0
482,0
2799,0
784,0
2476,0
4099,0
3032,0
888,1
633,0
43,0
2101,0
5131,0
3623,0
1104,0
635,0
2575,0
902,0
3143,1
3838,0
5222,0
5342,0
4399,0
3529,0
3765,0
177,0
3276,0
2034,0
3022,0
5295,0
1628,0
3370,0
746,0
4557,0
3303,0
5065,0
2138,1
1634,1
4143,0
4556,0
1589,1
5097,0
570,0
4326,0
2737,1
1504,1
4061,0
4316,1
1636,0
2424,0
1834,0
4630,0
4214,1
4672,0
2071,0
495,0
2505,0
3069,0
2120,0
2691,0
2385,0
4885,0
2961,0
4775,1
3178,0
2582,0
3532,0
3734,0
909,1
3967,0
5040,0
1102,0
2656,0
2157,0
464,0
589,0
1368,0
1685,0
104,0
451,0
3914,1
5242,1
5279,1
1269,0
5429,0
4443,0
4794,0
1625,0
4100,0
1790,0
3399,1
320,1
894,0
1977,0
4938,1
2340,0
520,0
4902,0
215,1
4208,0
4351,0
5024,0
1237,0
3614,1
1889,0
3290,0
172,0
2950,1
678,0
3852,0
1912,0
3035,0
3839,0
168,0
3884,1
1446,0
3208,0
1565,0
582,0
851,0
4012,0
5339,0
927,0
4150,0
2012,0
111,0
2604,0
4114,0
2902,0
3879,0
4372,0
3558,0
345,0
2822,0
4674,0
5101,1
5249,0
5028,0
4317,0
668,0
2240,0
3465,0
3161,0
4077,0
2618,0
2228,0
3036,0
3211,0
3068,0
636,0
3192,0
4076,0
5000,0
3648,0
3921,0
1558,0
318,0
293,0
4602,0
5212,1
4358,1
2066,0
3680,0
1651,0
4561,0
3448,0
5341,1
3696,0
485,0
3506,0
4670,0
2200,0
2095,0
1147,0
3033,1
2276,0
110,0
4165,0
4207,1
4085,0
5030,0
3919,0
649,0
3782,0
5447,0
4293,0
1988,0
4692,0
5282,0
1659,0
3490,0
5435,0
3748,0
4259,0
3810,0
5225,0
5095,0
4675,0
1213,0
19,0
769,0
3310,0
3923,0
5146,0
767,0
1825,0
4663,0
446,0
3624,0
4571,0
4996,0
3990,0
3484,1
3542,1
4360,0
3226,0
2919,0
3257,0
3770,0
2409,0
3430,0
3781,0
4509,0
5245,1
1701,0
4197,0
5426,0
5419,0
106,1
2858,0
4707,0
2504,0
28,0
4179,0
4073,0
2670,0
1347,0
1365,0
5080,1
3975,0
3793,0
1674,0
2131,0
2620,0
4662,1
640,0
2960,0
4845,0
4849,0
3180,0
517,0
4189,0
4923,0
316,0
4475,0
1521,0
4930,0
807,0
5166,0
2121,0
2993,0
2419,0
2502,0
3037,0
2450,0
317,0
2052,0
2653,1
4131,0
1796,0
4168,0
1856,0
3117,0
4338,0
3968,0
218,0
1908,0
4329,0
3633,0
3309,0
1419,0
4357,0
5234,1
2522,0
1524,0
2247,0
1785,0
617,1
4063,0
319,0
3607,0
789,0
4574,0
1528,0
4592,0
5175,0
2000,0
3528,0
1564,0
1332,1
2848,0
2763,1
3775,0
3171,1
2335,0
2711,0
4195,0
26,0
4435,0
3156,0
5320,0
3029,0
4578,0
3876,0
1874,0
3686,0
4334,0
3404,1
5016,0
3806,0
914,0
5359,0
3380,0
2560,0
5007,1
2732,0
71,1
1212,0
2758,0
3767,0
540,1
4442,0
2173,0
4011,0
4250,0
2692,0
2930,0
3190,0
1356,0
2651,0
381,0
1513,0
1305,0
3881,0
2910,0
5250,0
4014,0
4361,0
2394,0
5329,0
366,0
53,0
4691,0
4940,0
1740,0
1540,0
2599,1
186,0
3534,0
2102,0
4658,0
3949,1
2153,0
2460,0
3235,0
2269,0
1129,1
5465,0
1253,0
532,1
3246,0
2514,1
1196,0
2979,0
2742,0
2347,0
2994,0
1583,0
2944,1
4883,0
4128,0
5404,0
2570,0
3151,0
2834,0
2718,0
3606,1
2268,1
5373,0
2435,0
1191,0
1767,0
3341,0
801,0
4978,0
1506,0
924,0
3801,0
2262,1
4678,0
1722,0
856,0
126,0
2472,0
353,0
2112,0
1411,0
4796,0
2446,0
1619,0
2907,0
3063,0
4229,0
1295,1
271,0
1432,1
1672,0
3805,0
3148,0
4446,1
4456,0
5172,0
2161,0
2523,0
1974,0
5049,0
4033,0
1181,0
2212,0
1249,0
4669,0
529,1
795,0
251,0
5292,1
4345,0
4867,0
4145,0
4414,0
1979,0
2949,0
2953,0
4653,1
5064,0
3252,0
907,0
2255,0
402,0
2829,0
4532,0
5438,0
144,0
285,1
619,0
2654,0
472,0
2357,0
4262,0
3018,0
4858,0
1294,0
121,0
4582,0
2784,1
1108,0
1259,0
2963,0
2062,0
4234,0
1732,0
4579,0
4324,0
1218,0
4781,0
5317,0
4619,0
3709,1
3867,0
2083,0
5298,0
3894,0
957,0
4516,0
5174,0
3545,0
3262,0
2572,0
2217,0
2400,0
5399,0
1713,0
